time, latitude, longitude, depth, depthUnits, magnitude, magnitudeType
2008-12-31T11:39:53.460Z, 4.91800, 127.43700,  39.00, KILOMETER,   5.4, mwb
2008-12-30T20:32:38.020Z, -4.36600, 101.19100,  10.00, KILOMETER,   5.1, mb
2008-12-30T19:49:52.610Z, -4.29700, 101.21700,  20.00, KILOMETER,   5.9, mwb
2008-12-30T18:09:24.770Z, -10.24800, 118.45900,  49.30, KILOMETER,   5.2, mb
2008-12-30T17:43:51.200Z, -10.61900, 161.16200,  57.70, KILOMETER,   5.4, mwc
2008-12-30T03:20:56.570Z, 5.41900, 125.71000, 141.30, KILOMETER,   5.1, mwc
2008-12-29T06:18:22.620Z, 32.27500, 105.09800,  10.00, KILOMETER,   5.0, mb
2008-12-29T03:37:41.030Z, 36.38900, 71.07500, 151.00, KILOMETER,   5.8, mwc
2008-12-28T22:58:59.000Z, 40.39000, 25.78000,  35.00, KILOMETER,   5.2, mwc
2008-12-28T22:39:45.870Z, 48.24800, 154.28300,  46.70, KILOMETER,   5.0, mwc
2008-12-28T21:40:16.830Z, 48.28900, 154.29200,  42.20, KILOMETER,   5.4, mwc
2008-12-28T18:03:38.900Z, 48.22500, 154.38400,  39.90, KILOMETER,   5.0, mb
2008-12-28T13:31:36.320Z, 48.28400, 154.36500,  37.80, KILOMETER,   5.4, mwc
2008-12-27T19:16:23.700Z, 43.93400, 148.28300,  40.00, KILOMETER,   5.1, mb
2008-12-25T18:12:07.420Z, 5.32300, 124.26000, 431.90, KILOMETER,   5.4, mwc
2008-12-25T10:43:12.830Z, 36.39700, 142.36000,  22.20, KILOMETER,   5.3, mwc
2008-12-25T03:20:29.350Z, 5.75200, 125.37700, 206.00, KILOMETER,   6.3, mwc
2008-12-24T23:56:54.800Z, 8.40900, 126.44300,  90.90, KILOMETER,   5.0, mb
2008-12-23T21:58:25.000Z, 44.52100, 10.39200,  31.40, KILOMETER,   5.0, mwc
2008-12-23T20:57:20.160Z, 36.46200, 142.39900,   8.20, KILOMETER,   5.4, mwc
2008-12-23T17:51:48.200Z, 2.40900, 128.67900,  72.20, KILOMETER,   5.2, mwc
2008-12-23T15:24:22.470Z, 44.55500, 10.41000,  28.30, KILOMETER,   5.4, mwc
2008-12-23T13:11:56.440Z, 8.77400, 126.73000,  74.60, KILOMETER,   5.1, mb
2008-12-23T11:15:18.470Z, -6.36600, 154.94300,  32.00, KILOMETER,   5.9, mwc
2008-12-23T00:04:45.600Z, 22.95000, 120.57000,  10.80, KILOMETER,   5.1, mwc
2008-12-22T13:25:41.350Z, 46.51500, 152.63500,  46.80, KILOMETER,   5.2, mwc
2008-12-22T02:22:59.090Z, -2.85400, 139.26000,  40.80, KILOMETER,   5.0, mb
2008-12-21T22:38:29.910Z, 35.96200, 71.40700,  74.40, KILOMETER,   5.0, mwc
2008-12-21T13:47:52.360Z, 4.83300, 95.04000,  56.30, KILOMETER,   5.4, mwc
2008-12-21T09:16:44.740Z, 36.54100, 142.31700,  13.00, KILOMETER,   5.9, mwc
2008-12-20T23:22:48.380Z, 22.74600, 95.89800,  10.00, KILOMETER,   5.3, mwc
