time, latitude, longitude, depth, depthUnits, magnitude, magnitudeType
2004-12-29T19:32:07.730Z, 16.12900, -47.18400,  10.00, KILOMETER,   5.0, mb
2004-12-29T00:49:04.070Z, -16.31800, -74.04000,  26.00, KILOMETER,   5.3, mwc
2004-12-24T05:31:48.320Z, -49.55700, 161.36700,  10.00, KILOMETER,   5.4, mwc
2004-12-23T19:50:05.090Z, -49.31000, 161.44800,  10.00, KILOMETER,   5.6, ms
2004-12-23T19:05:35.110Z, -48.68200, 161.39600,  10.00, KILOMETER,   5.0, mb
2004-12-23T15:48:21.120Z, -49.16500, 161.11000,  10.00, KILOMETER,   5.3, mb
2004-12-23T15:16:32.290Z, -49.51300, 161.36600,  10.00, KILOMETER,   5.0, mb
2004-12-23T14:59:04.410Z, -49.31200, 161.34500,  10.00, KILOMETER,   8.1, mwc
2004-12-22T21:03:39.390Z, -55.94200, -124.99700,  10.00, KILOMETER,   6.1, mwc
2004-12-20T23:02:12.410Z, 37.04200, 28.20600,   5.00, KILOMETER,   5.4, mwc
2004-12-20T09:52:43.580Z, 0.72100, -25.59500,  10.00, KILOMETER,   5.1, mwc
2004-12-20T03:58:43.060Z, -15.26500, -75.17000,  25.90, KILOMETER,   5.5, mwc
2004-12-19T08:23:48.250Z, 9.38000, -78.82000,  58.10, KILOMETER,   5.5, mwb
2004-12-18T17:57:23.120Z, -16.20000, -73.92500,  27.80, KILOMETER,   5.8, mwc
2004-12-18T09:12:48.210Z, 40.89300, 10.14600,  10.00, KILOMETER,   5.1, mb
2004-12-14T23:20:13.360Z, 18.95800, -81.40900,  10.00, KILOMETER,   6.8, mwb
2004-12-13T15:23:41.010Z, 13.38500, -89.37000,  62.30, KILOMETER,   6.0, mwc
2004-12-13T14:16:08.590Z, 36.25500, -10.00100,  10.00, KILOMETER,   5.0, mwc
2004-12-12T19:36:56.560Z, -44.33400, -82.13000,  10.00, KILOMETER,   5.4, mwc
2004-12-11T19:45:46.480Z, 18.65100, -64.70200,  54.70, KILOMETER,   5.2, mwc
2004-12-08T06:03:55.590Z, -30.84000, -71.22300,  44.00, KILOMETER,   5.8, mwb
2004-12-04T10:30:00.520Z, 35.03600, -3.14500,  10.00, KILOMETER,   5.1, mwc
2004-12-03T03:46:46.300Z, 10.56900, -61.44200,  41.00, KILOMETER,   5.4, mwc
2004-12-02T19:16:34.660Z, 10.49000, -61.48000,  49.00, KILOMETER,   5.8, mwc
2004-12-02T14:47:54.120Z, 15.67000, -61.29500,  18.20, KILOMETER,   5.0, mwc
2004-12-02T03:30:02.590Z, 36.97800, -33.23800,  10.00, KILOMETER,   5.2, mwc
2004-11-29T06:32:50.580Z, -26.85700, -113.35100,  10.00, KILOMETER,   5.0, mwc
2004-11-28T02:46:41.570Z, -26.51600, -113.82300,  10.00, KILOMETER,   5.0, mb
2004-11-28T02:39:55.320Z, -26.48100, -113.86600,  10.00, KILOMETER,   5.2, mb
2004-11-28T02:35:13.410Z, -26.52500, -113.83400,  10.00, KILOMETER,   6.6, mwc
2004-11-26T05:05:17.910Z, 15.60300, -61.57400,  10.00, KILOMETER,   5.2, mb
2004-11-25T06:21:19.780Z, 43.16700, 15.36400,  21.90, KILOMETER,   5.3, mwc
2004-11-24T16:19:50.790Z, -0.87400, -80.42000,  23.80, KILOMETER,   5.1, mwc
2004-11-23T16:49:38.900Z, -23.09900, -68.31800, 121.90, KILOMETER,   5.2, mwc
2004-11-23T02:26:16.350Z, 40.32400, 20.62900,  15.40, KILOMETER,   5.5, mwc
2004-11-22T21:23:53.710Z, 15.78900, -61.74300,  10.00, KILOMETER,   5.0, mb
2004-11-22T20:26:23.900Z, -46.67600, 164.72100,  10.00, KILOMETER,   7.1, mwc
2004-11-21T18:53:02.660Z, 15.72100, -61.76200,  10.00, KILOMETER,   5.4, mwc
2004-11-21T13:36:58.950Z, 15.74000, -61.63300,  10.00, KILOMETER,   5.4, mwc
2004-11-21T11:56:28.640Z, 15.65800, -61.61300,  10.00, KILOMETER,   5.0, mb
2004-11-21T11:47:42.180Z, 15.76100, -61.60400,  10.00, KILOMETER,   5.1, mb
2004-11-21T11:41:07.760Z, 15.67900, -61.70600,  14.00, KILOMETER,   6.3, mwb
2004-11-20T22:01:45.660Z, 13.37600, -90.05600,  40.60, KILOMETER,   6.3, mwc
2004-11-20T08:07:22.080Z, 9.60200, -84.17200,  16.00, KILOMETER,   6.4, mwb
2004-11-16T07:13:49.730Z, -55.82200, -138.76800,  10.00, KILOMETER,   5.1, mwc
2004-11-15T09:06:56.560Z, 4.69500, -77.50800,  15.00, KILOMETER,   7.2, mwb
2004-11-13T20:06:09.510Z, -23.15300, -66.57400, 197.40, KILOMETER,   5.2, mwc
2004-11-13T07:33:18.230Z, -26.74800, -63.36100, 573.10, KILOMETER,   5.8, mwc
2004-11-12T06:36:16.760Z, -26.70500, -63.31900, 568.70, KILOMETER,   6.1, mwb
2004-11-11T09:11:45.410Z, -16.97800, -69.58300, 144.20, KILOMETER,   5.4, mwc
2004-11-11T03:23:58.400Z, -22.90100, -69.80400,  71.20, KILOMETER,   5.1, mwc
2004-11-04T08:29:16.580Z, -45.90500, -76.44500,  25.60, KILOMETER,   5.3, mwc
2004-11-04T08:10:17.870Z, -45.92100, -76.55300,  25.00, KILOMETER,   5.0, mwc
2004-11-04T06:22:39.400Z, 35.94500, 23.11500,  74.40, KILOMETER,   5.3, mwb
2004-11-02T03:50:14.770Z, -18.37900, -70.32100,  42.70, KILOMETER,   5.0, mb
2004-10-28T20:45:22.060Z, -7.01400, -80.25300,  64.30, KILOMETER,   5.1, mwc
2004-10-25T20:59:51.420Z, 0.85300, -28.99100,  10.00, KILOMETER,   5.6, mwc
2004-10-25T16:40:39.590Z, 31.62000, -40.90400,  10.00, KILOMETER,   5.4, mwc
2004-10-24T05:37:18.520Z, -62.08800, 154.62400,  10.00, KILOMETER,   5.5, mwc
2004-10-22T12:00:12.430Z, 14.16600, 40.29600,  10.00, KILOMETER,   5.5, mwc
2004-10-20T18:55:50.120Z, -15.60800, -73.96700,  75.60, KILOMETER,   5.4, mwc
2004-10-16T01:29:15.060Z, -46.36800, 33.68300,  10.00, KILOMETER,   5.2, mwc
2004-10-15T22:40:25.070Z, -8.05100, 68.08400,  10.00, KILOMETER,   5.0, mwc
2004-10-10T00:13:33.960Z, -60.70300, -50.71400,  10.00, KILOMETER,   5.0, mb
2004-10-09T23:38:21.580Z, -60.73600, -50.88400,  10.00, KILOMETER,   5.9, mwc
2004-10-09T21:26:53.690Z, 11.42200, -86.66500,  35.00, KILOMETER,   7.0, mwc
2004-10-07T01:05:12.890Z, 36.42900, 26.79600, 128.90, KILOMETER,   5.5, mwc
2004-10-05T04:02:29.540Z, 5.47900, -82.68900,  10.00, KILOMETER,   5.5, mwb
2004-10-03T18:34:17.340Z, -56.55900, -141.90600,  10.00, KILOMETER,   5.5, mwc
2004-10-03T03:30:10.340Z, -22.28800, -68.33900, 108.20, KILOMETER,   5.0, mwc
2004-10-02T03:01:25.380Z, -20.02800, -68.36500, 147.00, KILOMETER,   5.4, mwc
2004-10-01T08:01:01.340Z, 11.98900, -86.52000,  87.30, KILOMETER,   5.6, mwc
2004-09-29T18:38:11.100Z, -5.59800, -77.08900,  27.00, KILOMETER,   5.2, mwc
2004-09-28T21:32:18.670Z, -15.69000, -74.52900,  27.10, KILOMETER,   5.8, mwc
2004-09-28T13:43:26.110Z, -13.23600, -15.06000,  10.00, KILOMETER,   5.2, mwc
2004-09-28T13:39:50.570Z, -12.83300, -14.68700,  10.00, KILOMETER,   5.1, mwc
2004-09-27T22:58:24.600Z, -32.68800, -71.74300,  32.90, KILOMETER,   5.5, mwc
2004-09-24T10:34:53.540Z, 0.45600, -26.40300,  10.00, KILOMETER,   5.9, mwc
2004-09-23T18:52:14.690Z, -25.06200, -68.86200, 107.20, KILOMETER,   5.0, mwc
2004-09-21T17:55:50.270Z, -36.22700, -101.48100,  10.00, KILOMETER,   5.3, mwc
2004-09-21T11:06:41.600Z, -37.18300, -95.16700,  10.00, KILOMETER,   5.4, mwc
2004-09-19T23:24:19.940Z, -17.71400, 64.73200,  10.00, KILOMETER,   5.4, mwc
2004-09-18T07:07:48.430Z, 23.10600, -67.61400,  10.00, KILOMETER,   5.7, mwb
2004-09-16T14:48:51.840Z, -17.27900, -72.48800,  28.30, KILOMETER,   5.4, mwb
2004-09-15T04:56:32.240Z, -14.91600, -75.37300,  34.40, KILOMETER,   5.0, mwc
2004-09-13T17:15:05.240Z, 17.65000, -46.66100,  10.00, KILOMETER,   5.3, mwc
2004-09-13T02:39:03.520Z, -16.29500, 67.09800,  11.70, KILOMETER,   5.6, mwb
2004-09-12T14:24:37.030Z, -34.13600, -70.01500,   5.00, KILOMETER,   5.4, mwc
