time, latitude, longitude, depth, depthUnits, magnitude, magnitudeType
2014-12-31T21:17:04.370Z, -17.69850, -178.76520, 575.16, KILOMETER,   5.0, mb
2014-12-31T09:26:22.450Z, 13.74830, 120.66730, 110.00, KILOMETER,   5.5, mwb
2014-12-31T07:54:36.890Z, 24.67070, 122.55750, 103.89, KILOMETER,   5.2, mb
2014-12-31T02:47:31.700Z, -25.49480, 178.22210, 608.91, KILOMETER,   5.1, mb
2014-12-31T01:37:33.930Z, -4.43780, 144.00200, 123.00, KILOMETER,   5.8, mww
2014-12-31T00:21:48.900Z, 13.78740, 146.24350,  59.90, KILOMETER,   5.1, mb
2014-12-31T00:06:09.940Z, -20.30960, -178.54610, 605.82, KILOMETER,   5.4, mb
2014-12-30T21:17:23.920Z, -20.32630, -178.56390, 599.28, KILOMETER,   6.0, mww
2014-12-30T19:09:08.160Z, 9.81830, 126.27910,  65.83, KILOMETER,   5.0, mb
2014-12-30T13:13:36.330Z, 9.89860, 126.22610,  49.25, KILOMETER,   5.0, mb
2014-12-30T04:19:33.400Z, 28.44000, 51.84000,  28.00, KILOMETER,   5.3, mb
2014-12-30T00:11:14.010Z, 64.62800, -17.70350,   8.90, KILOMETER,   5.0, mb
2014-12-29T23:37:59.070Z, -20.58300, -177.65400, 503.63, KILOMETER,   5.0, mb
2014-12-29T20:34:11.570Z, 41.70070, 19.27850,   7.01, KILOMETER,   5.0, mb
2014-12-29T09:29:37.390Z, 8.63410, 121.52130,   8.00, KILOMETER,   6.1, mww
2014-12-27T18:53:47.210Z, -17.92610, -179.49000, 621.76, KILOMETER,   5.5, mwb
2014-12-27T07:25:37.970Z, 55.40280, -35.14900,  10.00, KILOMETER,   5.3, mb
2014-12-26T17:55:18.140Z, 36.52370, 3.06670,  14.26, KILOMETER,   5.1, mb
2014-12-25T22:53:26.840Z, 64.55530, -17.28880,   7.17, KILOMETER,   5.0, mb
2014-12-25T06:45:42.120Z, 24.41530, -109.07650,  10.00, KILOMETER,   5.1, mb
2014-12-25T00:48:25.150Z, -7.36610, 155.96460,  10.00, KILOMETER,   5.3, mb
2014-12-24T21:34:05.970Z, -6.22290, 131.13770,  48.96, KILOMETER,   5.2, mb
2014-12-24T08:44:35.120Z, -25.85460, -179.83650, 468.90, KILOMETER,   5.0, mb
2014-12-24T06:02:05.300Z, -4.05120, 134.92290,  10.00, KILOMETER,   5.3, mb
2014-12-24T02:01:37.030Z, 15.69790, 144.97000,  49.73, KILOMETER,   5.0, mb
2014-12-23T21:19:51.430Z, -6.73060, 155.08990,  35.00, KILOMETER,   5.1, mb
2014-12-23T20:03:57.250Z, -21.97070, 170.71830, 102.46, KILOMETER,   5.0, mb
2014-12-22T22:39:39.660Z, -7.35650, 155.83270,  69.45, KILOMETER,   5.1, mb
2014-12-22T22:38:57.220Z, -7.36200, 155.87480,  57.50, KILOMETER,   5.1, mb
2014-12-22T22:35:48.670Z, -7.37250, 155.88780,  59.52, KILOMETER,   5.1, mb
2014-12-22T13:00:13.580Z, -7.08670, 129.10330, 180.65, KILOMETER,   5.0, mb
2014-12-21T21:13:52.790Z, 19.20290, 145.77220, 135.82, KILOMETER,   5.0, mb
2014-12-21T14:18:41.350Z, 2.12410, 126.61730,  53.14, KILOMETER,   5.2, mb
2014-12-21T13:40:41.640Z, 2.05510, 126.57670,  48.53, KILOMETER,   5.2, mb
2014-12-21T13:29:57.120Z, 2.03970, 126.60150,  56.88, KILOMETER,   5.2, mb
2014-12-21T11:34:13.570Z, 2.08920, 126.64830,  41.00, KILOMETER,   6.3, mww
2014-12-21T10:00:09.080Z, 11.58070, 125.98250,  10.00, KILOMETER,   5.2, mb
2014-12-21T09:40:47.000Z, 50.79000, -130.52000,  10.00, KILOMETER,   5.2, mwr
2014-12-21T05:37:39.090Z, 24.20010, 94.69390,  99.66, KILOMETER,   5.1, mb
2014-12-21T02:57:38.130Z, 50.95900, -130.19400,  10.00, KILOMETER,   5.2, mwr
2014-12-21T00:25:20.500Z, 11.45180, 125.93970,  12.00, KILOMETER,   5.4, mwb
2014-12-20T18:43:01.240Z, -6.12830, 102.18480,  12.66, KILOMETER,   5.0, mb
2014-12-19T14:41:46.490Z, 6.94750, 94.71910,  35.00, KILOMETER,   5.3, mb
2014-12-19T12:51:20.990Z, -38.36850, 178.05170,  34.62, KILOMETER,   5.1, mb
2014-12-18T15:32:12.950Z, 27.73950, 86.37020,  33.60, KILOMETER,   5.0, mb
2014-12-18T07:47:45.600Z, -19.58660, -175.48520, 197.74, KILOMETER,   5.2, mb
2014-12-17T15:24:31.020Z, 2.71850, 95.76640,  27.79, KILOMETER,   5.3, mb
2014-12-17T13:58:50.390Z, 64.59090, -17.76290,   8.17, KILOMETER,   5.3, mww
2014-12-17T13:05:18.190Z, -7.27260, 155.00100,  10.00, KILOMETER,   5.1, mb
2014-12-17T09:46:58.590Z, -5.52320, 151.39330,  74.73, KILOMETER,   5.3, mb
2014-12-17T06:10:05.700Z, -3.82950, 100.14320,  10.00, KILOMETER,   5.9, mww
2014-12-16T20:27:43.900Z, -4.91410, 133.82480,  34.01, KILOMETER,   5.1, mb
2014-12-16T17:06:41.170Z, 15.99630, 120.07290,  56.95, KILOMETER,   5.0, mb
2014-12-16T11:36:34.050Z, -10.90180, 165.96840,  55.55, KILOMETER,   5.2, mb
2014-12-15T09:26:54.210Z, 64.60660, -17.19930,  10.00, KILOMETER,   5.4, mb
2014-12-15T01:18:48.800Z, -5.61090, 150.60760, 118.51, KILOMETER,   5.1, mb
2014-12-14T12:41:54.270Z, -20.83300, -176.69730, 247.01, KILOMETER,   5.3, mb
2014-12-14T07:14:08.680Z, -30.55010, -178.10270,  34.59, KILOMETER,   5.2, mb
2014-12-13T09:17:49.800Z, 1.81310, 126.44510,  35.00, KILOMETER,   5.0, mb
2014-12-12T20:45:40.930Z, 30.41320, 50.49770,  12.58, KILOMETER,   5.2, mb
2014-12-12T20:22:35.350Z, -18.90430, -176.44430, 316.37, KILOMETER,   5.8, mww
2014-12-12T08:02:06.510Z, -46.96860, 165.89940,  10.00, KILOMETER,   5.2, mb
2014-12-11T22:27:45.010Z, -20.93470, -178.90820, 603.49, KILOMETER,   5.0, mb
2014-12-11T00:43:22.000Z, 11.58210, 141.46510,  35.00, KILOMETER,   5.1, mb
2014-12-10T21:03:39.260Z, 25.54030, 122.45030, 256.00, KILOMETER,   6.1, mww
2014-12-10T20:27:54.840Z, 19.13040, 121.17170,  45.57, KILOMETER,   5.0, mb
2014-12-10T12:49:51.850Z, -18.49280, -173.07700,  10.00, KILOMETER,   5.0, mb
2014-12-09T04:06:16.780Z, -6.38110, 154.25900,  10.00, KILOMETER,   5.0, mb
2014-12-09T03:09:22.520Z, 1.53780, 126.23200,  40.71, KILOMETER,   5.7, mww
2014-12-09T02:33:32.130Z, -6.43760, 154.39500,   7.00, KILOMETER,   5.4, mwb
2014-12-09T02:01:27.900Z, -6.37000, 154.34270,  10.00, KILOMETER,   5.1, mb
2014-12-08T15:08:54.390Z, -2.59980, 140.34190,  35.00, KILOMETER,   5.2, mb
2014-12-08T13:15:04.980Z, -6.49750, 154.58590,  10.00, KILOMETER,   5.0, mb
2014-12-08T12:51:26.830Z, -1.81980, 138.73810,  40.18, KILOMETER,   5.4, mwc
2014-12-08T07:35:52.980Z, 1.93740, 126.32740,  20.00, KILOMETER,   5.4, mwb
2014-12-08T01:28:18.220Z, 1.73610, 126.92760, 117.80, KILOMETER,   5.2, mb
2014-12-07T17:55:28.760Z, -6.47500, 154.31480,  10.00, KILOMETER,   5.4, mwc
2014-12-07T14:19:29.500Z, -6.52110, 154.53360,  10.00, KILOMETER,   5.0, mb
2014-12-07T08:18:07.210Z, -6.37880, 154.38390,  10.00, KILOMETER,   5.2, mb
2014-12-07T03:30:01.800Z, -6.46060, 154.25870,  10.00, KILOMETER,   5.6, mwc
2014-12-07T02:24:32.750Z, -6.77540, 154.30470,  10.00, KILOMETER,   5.0, mb
2014-12-07T01:40:04.600Z, -6.46880, 154.40990,  10.00, KILOMETER,   5.0, mb
2014-12-07T01:22:02.180Z, -6.51080, 154.46030,  23.00, KILOMETER,   6.6, mww
2014-12-06T22:05:10.730Z, -6.11000, 130.48290, 116.00, KILOMETER,   6.0, mww
2014-12-06T10:20:01.520Z, 23.35770, 100.53300,  10.00, KILOMETER,   5.6, mww
2014-12-06T01:45:06.760Z, 38.89400, 26.27200,  12.40, KILOMETER,   5.1, mww
2014-12-05T21:15:15.500Z, -13.35280, 166.26290,  35.56, KILOMETER,   5.3, mb
2014-12-05T21:04:58.260Z, 64.55450, -17.31120,   0.20, KILOMETER,   5.4, mww
2014-12-05T18:43:46.290Z, 23.33630, 100.47360,  11.00, KILOMETER,   5.6, mww
2014-12-05T15:39:04.300Z, 1.97230, 126.52940,  41.52, KILOMETER,   5.3, mb
2014-12-05T10:43:55.920Z, -6.83940, 128.31600, 251.48, KILOMETER,   5.1, mb
2014-12-04T18:45:14.600Z, -24.59830, -177.07480, 109.45, KILOMETER,   5.4, mb
2014-12-04T02:19:06.540Z, -6.32770, 154.90730,  10.00, KILOMETER,   5.0, mb
2014-12-03T00:27:04.430Z, -2.93240, 122.42300,  10.00, KILOMETER,   5.5, mwb
2014-12-02T05:11:31.000Z, 6.15720, 123.12610, 614.00, KILOMETER,   6.6, mww
2014-12-02T04:53:45.490Z, 5.96750, 61.30460,  13.19, KILOMETER,   5.4, mwc
2014-12-02T02:18:28.000Z, 64.66600, -17.48700,   2.50, KILOMETER,   5.3, mww
2014-12-01T22:47:26.610Z, 1.59870, 67.70280,  10.00, KILOMETER,   5.4, mwb
2014-12-01T12:52:35.060Z, 64.52670, -17.59990,   6.09, KILOMETER,   5.4, mww
2014-12-01T11:06:34.680Z, 5.39720, 126.65140,  61.23, KILOMETER,   5.2, mb
2014-12-01T03:47:49.320Z, 5.91320, 61.36610,  10.00, KILOMETER,   5.2, mwb
2014-11-30T18:03:05.880Z, 3.46950, 90.14190,  35.00, KILOMETER,   5.0, mb
2014-11-30T05:48:22.360Z, 5.77950, 61.38480,  10.00, KILOMETER,   5.1, mb
2014-11-30T00:39:25.890Z, -3.34180, 145.08790,  10.00, KILOMETER,   5.0, mb
2014-11-29T19:40:10.610Z, 2.38350, 127.00840,  37.00, KILOMETER,   5.8, mww
2014-11-29T15:36:17.820Z, 19.85130, 121.37330,  35.00, KILOMETER,   5.2, mb
2014-11-29T13:05:08.540Z, 5.73140, 61.38100,  10.00, KILOMETER,   5.6, mww
2014-11-29T04:14:16.182Z, 62.72360, -150.48510,  97.10, KILOMETER,   5.1, mw
2014-11-28T19:29:33.660Z, 1.90830, 126.43690,  47.27, KILOMETER,   5.2, mb
2014-11-28T15:03:56.880Z, -4.87480, 151.55090, 144.80, KILOMETER,   5.0, mb
2014-11-28T13:23:15.830Z, 5.75310, 61.32640,  10.00, KILOMETER,   5.4, mwc
2014-11-28T12:42:09.940Z, 2.20760, 121.36510,  44.26, KILOMETER,   5.0, mb
