time, latitude, longitude, depth, depthUnits, magnitude, magnitudeType
2021-12-31T05:53:42.198Z, 0.04880, 120.43380, 106.77, KILOMETER,   5.0, mww
2021-12-30T19:19:29.687Z, -28.77320, -176.34680,  10.00, KILOMETER,   5.1, mb
2021-12-30T13:24:36.748Z, 57.26350, -155.00390,  58.60, KILOMETER,   5.0, ml
2021-12-30T13:13:17.562Z, -0.07980, 125.24980,  42.00, KILOMETER,   5.5, mww
2021-12-30T06:47:08.885Z, 23.98670, 122.49940,  20.94, KILOMETER,   5.3, mww
2021-12-30T00:19:54.707Z, -21.67780, -179.33710, 586.42, KILOMETER,   5.1, mb
2021-12-29T21:30:22.185Z, 36.99820, 94.65850,  10.00, KILOMETER,   5.0, mb
2021-12-29T13:58:30.777Z, 85.16130, 92.52920,  10.00, KILOMETER,   5.0, mww
2021-12-29T09:28:57.945Z, 54.52090, 170.61100,  10.78, KILOMETER,   5.0, mww
2021-12-29T03:57:32.869Z, 54.62200, 170.65140,  10.00, KILOMETER,   5.6, mww
2021-12-29T00:01:00.663Z, 9.86010, 93.43540,  92.37, KILOMETER,   5.0, mb
2021-12-27T13:31:04.395Z, 35.55920, 74.82050,  10.00, KILOMETER,   5.2, mww
2021-12-27T11:34:08.254Z, -21.44660, -173.81050,  11.37, KILOMETER,   5.5, mww
2021-12-27T09:44:06.285Z, -34.89110, -108.11300,  10.00, KILOMETER,   5.0, mb
2021-12-27T00:11:49.024Z, 22.73610, 143.14300, 112.74, KILOMETER,   5.2, mww
2021-12-26T15:42:57.107Z, -18.11040, -179.35200, 639.16, KILOMETER,   6.1, mww
2021-12-26T15:01:30.799Z, -0.02010, 123.46010, 107.55, KILOMETER,   5.4, mww
2021-12-26T08:26:47.590Z, 25.20950, 125.60310,  19.09, KILOMETER,   5.9, mww
2021-12-26T02:22:53.267Z, 2.13210, 126.62400,  26.42, KILOMETER,   5.3, mww
2021-12-25T19:21:39.991Z, -8.78040, 67.47150,  10.00, KILOMETER,   5.1, mww
2021-12-25T14:36:00.721Z, -55.87010, -144.22730,  10.00, KILOMETER,   5.4, mww
